Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Mattia Perin,G,27.0,32,32,2.879,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0
Andrea Masiello,ZG,34.0,30,30,2.563,28.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.4,9.0,9.0,99.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,38.0,22.0,29.0,6.0,3.0,23.0,48.0,479.0,25.0,32.0,13.0,19.0,53.0,91.0,107.0,3.0
Milan Badelj,LT,31.0,30,29,2.408,26.8,1.0,4.0,5.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,2.7,35.0,23.0,170.0,25.0,4.0,15.0,19.0,4.0,19.0,3.0,10.0,13.0,3.0,13.0,56.0,27.0,27.0,22.0,7.0,26.0,84.0,310.0,58.0,51.0,10.0,41.0,87.0,143.0,45.0,1.0
Ivan Radovanović,"ZG,LT",31.0,33,24,2.232,24.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.3,7.0,4.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,18.0,15.0,13.0,5.0,0.0,12.0,31.0,387.0,19.0,39.0,21.0,18.0,37.0,55.0,114.0,2.0
Davide Zappacosta,ZG,28.0,25,23,2.045,22.7,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,2.6,2.6,1.4,39.0,88.0,38.0,166.0,18.0,9.0,26.0,18.0,26.0,11.0,6.0,17.0,11.0,17.0,33.0,16.0,15.0,13.0,5.0,15.0,30.0,500.0,15.0,17.0,1.0,16.0,18.0,51.0,41.0,0.0
Miha Zajc,LT,26.0,31,22,1.863,20.7,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.8,1.8,2.1,39.0,42.0,96.0,42.0,5.0,14.0,19.0,5.0,19.0,8.0,10.0,19.0,8.0,19.0,22.0,14.0,9.0,10.0,3.0,13.0,39.0,333.0,26.0,30.0,4.0,26.0,27.0,49.0,19.0,0.0
Mattia Destro,AT,29.0,29,22,1.606,17.8,11.0,1.0,12.0,11.0,0.0,0.0,5.0,0.0,6.2,6.2,0.5,67.0,22.0,13.0,76.0,62.0,6.0,67.0,62.0,67.0,35.0,3.0,38.0,35.0,38.0,6.0,3.0,0.0,3.0,3.0,2.0,9.0,222.0,7.0,11.0,0.0,11.0,4.0,10.0,8.0,0.0
Domenico Criscito,ZG,33.0,23,20,1.726,19.2,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.9,0.1,0.4,6.0,39.0,83.0,18.0,5.0,0.0,5.0,0.0,0.0,5.0,2.0,7.0,1.0,3.0,43.0,22.0,29.0,11.0,3.0,22.0,39.0,564.0,17.0,27.0,14.0,13.0,44.0,87.0,51.0,0.0
Edoardo Goldaniga,ZG,26.0,25,19,1.857,20.6,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.5,0.5,0.8,13.0,21.0,68.0,41.0,0.0,5.0,5.0,0.0,5.0,2.0,4.0,6.0,2.0,6.0,28.0,18.0,21.0,7.0,0.0,14.0,23.0,609.0,9.0,17.0,7.0,10.0,38.0,66.0,62.0,1.0
Kevin Strootman,LT,30.0,18,18,1.314,14.6,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,2.7,32.0,15.0,78.0,28.0,0.0,27.0,27.0,0.0,27.0,4.0,18.0,22.0,4.0,22.0,30.0,18.0,13.0,15.0,2.0,14.0,32.0,438.0,18.0,35.0,3.0,32.0,25.0,55.0,18.0,0.0
Eldor Shomurodov,AT,25.0,31,16,1.677,18.6,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,5.7,5.7,1.9,76.0,33.0,32.0,133.0,43.0,5.0,48.0,43.0,48.0,31.0,10.0,41.0,31.0,41.0,28.0,14.0,7.0,13.0,8.0,9.0,37.0,243.0,28.0,17.0,2.0,15.0,6.0,34.0,11.0,0.0
Marko Pjaca,"AT,LT",25.0,35,15,1.418,15.8,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,2.6,2.6,1.9,45.0,38.0,50.0,102.0,19.0,13.0,32.0,19.0,32.0,17.0,12.0,29.0,17.0,29.0,13.0,6.0,6.0,3.0,4.0,4.0,16.0,250.0,12.0,7.0,2.0,5.0,7.0,20.0,12.0,0.0
