Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Salvatore Sirigu,G,34.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0
Milan Badelj,LT,32.0,34,34,2.844,31.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,2.1,31.0,19.0,176.0,24.0,3.0,0.0,3.0,3.0,3.0,3.0,7.0,10.0,3.0,10.0,64.0,37.0,25.0,30.0,9.0,34.0,80.0,425.0,46.0,39.0,7.0,32.0,85.0,149.0,43.0,0.0
Johan Vásquez,ZG,22.0,28,27,2.279,25.3,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,0.1,9.0,12.0,62.0,9.0,4.0,0.0,4.0,4.0,4.0,3.0,0.0,4.0,3.0,4.0,79.0,46.0,44.0,32.0,3.0,48.0,75.0,640.0,27.0,32.0,10.0,22.0,42.0,121.0,85.0,0.0
Stefano Sturaro,LT,28.0,25,24,1.766,19.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5,0.5,0.8,13.0,10.0,62.0,53.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,3.0,7.0,43.0,26.0,16.0,16.0,11.0,22.0,48.0,458.0,26.0,25.0,1.0,24.0,15.0,58.0,29.0,2.0
Andrea Cambiaso,ZG,21.0,26,21,1.79,19.9,1.0,4.0,5.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,1.4,21.0,71.0,53.0,92.0,5.0,20.0,25.0,5.0,25.0,3.0,7.0,11.0,3.0,11.0,46.0,20.0,28.0,14.0,4.0,18.0,32.0,563.0,14.0,33.0,8.0,25.0,23.0,69.0,37.0,1.0
Mattia Destro,AT,30.0,27,21,1.744,19.4,9.0,1.0,10.0,9.0,0.0,0.0,4.0,0.0,7.7,7.7,1.1,87.0,13.0,26.0,75.0,46.0,5.0,52.0,46.0,52.0,40.0,5.0,45.0,40.0,45.0,9.0,4.0,1.0,4.0,4.0,1.0,6.0,167.0,5.0,14.0,1.0,13.0,2.0,11.0,16.0,0.0
Caleb Ekuban,"AT,LT",27.0,30,18,1.716,19.1,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,3.5,3.5,2.4,59.0,31.0,31.0,133.0,5.0,10.0,16.0,5.0,16.0,18.0,13.0,31.0,18.0,31.0,19.0,12.0,2.0,12.0,5.0,7.0,23.0,304.0,16.0,19.0,5.0,14.0,9.0,28.0,6.0,0.0
Domenico Criscito,ZG,34.0,20,18,1.618,18.0,6.0,1.0,7.0,0.0,6.0,7.0,4.0,0.0,5.8,0.3,1.1,14.0,33.0,70.0,32.0,33.0,6.0,39.0,0.0,6.0,32.0,6.0,38.0,2.0,8.0,37.0,21.0,19.0,14.0,4.0,16.0,25.0,640.0,9.0,22.0,12.0,10.0,39.0,76.0,57.0,0.0
Manolo Portanova,"AT,LT",21.0,24,17,1.322,14.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.9,2.9,0.6,35.0,30.0,28.0,57.0,7.0,0.0,7.0,7.0,7.0,20.0,4.0,24.0,20.0,24.0,46.0,28.0,9.0,26.0,11.0,14.0,34.0,412.0,20.0,26.0,2.0,24.0,17.0,63.0,22.0,0.0
Nicolò Rovella,LT,19.0,21,16,1.468,16.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,2.3,30.0,31.0,84.0,34.0,0.0,18.0,18.0,0.0,18.0,4.0,14.0,18.0,4.0,18.0,37.0,26.0,16.0,14.0,7.0,15.0,40.0,375.0,25.0,21.0,1.0,20.0,20.0,57.0,20.0,0.0
