Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Radu Drăgușin,ZG,20.0,38,37,3.375,37.5,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,2.6,2.6,0.5,31.0,22.0,109.0,13.0,11.0,0.0,11.0,11.0,11.0,7.0,1.0,8.0,7.0,8.0,35.0,21.0,23.0,9.0,3.0,12.0,22.0,545.0,10.0,31.0,21.0,10.0,48.0,83.0,120.0,0.0
Morten Frendrup,"LT,ZG",21.0,37,32,2.921,32.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,1.6,30.0,37.0,103.0,78.0,6.0,0.0,6.0,6.0,6.0,4.0,5.0,9.0,4.0,9.0,106.0,65.0,50.0,47.0,9.0,45.0,87.0,517.0,42.0,66.0,6.0,60.0,48.0,154.0,26.0,0.0
Albert Guðmundsson,"AT,LT",25.0,36,32,2.696,30.0,11.0,4.0,15.0,11.0,0.0,0.0,6.0,1.0,8.3,8.3,5.0,133.0,125.0,132.0,221.0,37.0,13.0,50.0,37.0,50.0,28.0,17.0,44.0,28.0,44.0,19.0,11.0,7.0,9.0,3.0,10.0,44.0,227.0,34.0,17.0,1.0,16.0,14.0,33.0,7.0,0.0
Mattia Bani,ZG,28.0,33,31,2.551,28.3,2.0,2.0,4.0,2.0,0.0,0.0,8.0,2.0,3.7,3.7,1.4,52.0,14.0,132.0,21.0,7.0,7.0,14.0,7.0,14.0,13.0,5.0,18.0,13.0,18.0,34.0,22.0,20.0,10.0,4.0,17.0,25.0,680.0,8.0,29.0,16.0,13.0,45.0,79.0,100.0,1.0
Josep Martinez,G,24.0,30,30,2.699,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0
Stefano Sabelli,ZG,29.0,30,29,2.514,27.9,1.0,4.0,5.0,1.0,0.0,0.0,10.0,0.0,0.7,0.7,3.4,41.0,75.0,130.0,185.0,4.0,14.0,18.0,4.0,18.0,2.0,12.0,15.0,2.0,15.0,47.0,25.0,25.0,15.0,7.0,21.0,48.0,438.0,27.0,32.0,4.0,28.0,29.0,76.0,42.0,0.0
Massimo Coda,AT,33.0,31,28,2.207,24.5,10.0,6.0,16.0,6.0,4.0,5.0,3.0,0.0,12.4,8.3,4.9,132.0,35.0,69.0,225.0,41.0,24.0,65.0,24.0,49.0,50.0,20.0,71.0,34.0,54.0,2.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,9.0,11.0,1.0,10.0,1.0,3.0,6.0,0.0
Milan Badelj,LT,33.0,26,26,2.139,23.8,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,2.4,2.4,1.3,37.0,18.0,192.0,36.0,13.0,4.0,17.0,13.0,17.0,10.0,5.0,16.0,10.0,16.0,39.0,21.0,23.0,11.0,5.0,21.0,53.0,396.0,32.0,38.0,10.0,28.0,48.0,87.0,39.0,1.0
Kevin Strootman,LT,32.0,30,25,2.229,24.8,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.7,1.7,2.2,38.0,42.0,257.0,69.0,8.0,0.0,8.0,8.0,8.0,7.0,9.0,16.0,7.0,16.0,66.0,31.0,30.0,30.0,6.0,23.0,46.0,500.0,23.0,37.0,9.0,28.0,31.0,97.0,32.0,0.0
Alessandro Vogliacco,ZG,23.0,25,18,1.64,18.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.8,1.8,0.4,22.0,7.0,72.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,12.0,10.0,12.0,26.0,15.0,16.0,9.0,1.0,15.0,21.0,714.0,6.0,18.0,10.0,8.0,16.0,42.0,75.0,0.0
